q301,q302,q303_1,q303_10,q303_11,q303_2,q303_3,q303_4,q303_5,q303_6,q303_7,q303_8,q303_9,q308a,q308b,q308c,q308d,q308e,q309a,q309b,q316,q317,q318a,q320a,q320c,q320d,q321a,q321b,q321c,q321d,q321e,q321f,q322a,q322b,q322c,q322c_new,q322d_new,q322f,q324a,q324b,q324c,q324d,q325a,q325b,q325c,q325d,q325e_new,q325f_new,q326,q327a,q327c,q327d,q327e,q328b,q328d,q328e,q328f,q331a,q331b,q331c,q332a,q332b,q332c,q332e,q334A,q334B,q334C,q334D,q334E,q334F,q335,q401,q414A,q414B,q414C,q414D,q414E,q415a,q415b,q415c,q415d,q416,q417_a,q417_b,q417_c,q417_d,q417_e,q417a_1,q417a_2,q417a_3,q417a_4,q417a_5,q417a_6,q417a_7,q417a_8,q418a,q422a,q422b,q422c,q422d,q422e,q422f,q422g,q422h,q426_1,q426_2,q426_3,q426_4,q426_5,q427_a,q427_b,q427_c,q427_d,qapp_dtrmp,children,edloan,educ,employ,gender,hadjob,hispanic,ideo5,immstat,income,industryclass,investor,marstat,metro,newsint,ownhome,pew_bornagain,pew_churatd,pew_prayer,pew_religimp,pid3,pid7,race,religion,sexuality,trans,union,urbancity,votereg,age,health_ins,military,abbr,state,dem_agree,gop_agree,econ,social,inc3,st_type,fname,lname,loc,cutout
2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,5,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,5,2,2,3,1,2,1,2,2,3,2,3,2,2,1,2,1,1,2,2,5,1,1,,2,3,1,13,12,1,1,,1,1,2,1,1,1,2,7,4,8,1,2,3,3,1,37,employer,no,MA,Massachusetts,0.375,0.59375,0.08571428571428572,0.21428571428571427,$$$,blue,James,Wong,a town in Massachusetts,E
2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,5,4,4,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2,6,2,1,1,7,8,2,5,2,2,2,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,4,3,2,3,2,3,4,1,4,3,3,2,3,3,3,3,3,1,0,2,4,2,2,,2,4,5,8,9,2,6,,2,1,2,4,2,2,2,7,1,2,1,2,3,4,1,21,employer,no,NJ,New Jersey,0.359375,0.5625,0.37142857142857144,0.25,$$,blue,Elizabeth,Dyer,a rural area of New Jersey,f
3,3,2,2,2,2,2,1,2,2,2,2,2,4,5,5,1,2,1,1,1,2,3,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,8,8,8,8,8,3,5,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,5,3,3,1,3,3,3,3,1,1,1,1,3,2,4,3,4,0,2,2,5,1,2,2,2,1,2,,2,6,NEW YORK,1,2,2,6,3,3,1,1,4,1,3,2,3,1,1,70,medicaid,no,NY,New York,0.625,0.34375,-0.02857142857142857,-0.35714285714285715,$,blue,Christopher,Huynh,"New York, New York",V
2,3,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,2,1,1,2,,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,5,5,3,8,8,8,1,5,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,4,3,5,2,1,2,3,2,4,2,2,3,3,2,2,2,3,2,0,2,6,1,2,,2,3,5,9,19,1,5,DETROIT,3,1,1,3,2,2,2,7,1,2,1,2,3,2,1,30,employer,family_veteran,MI,Michigan,0.59375,0.375,-0.17142857142857143,-0.35714285714285715,$$,blue,Debra,Goodwin,a suburb of Detroit,m
2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,6,6,1,6,5,2,5,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,3,3,2,1,1,5,3,2,5,2,2,1,2,3,3,3,3,1,1,2,2,1,1,,2,4,1,8,9,2,1,CINCINNATI,1,1,2,6,3,2,2,7,1,2,1,2,1,2,1,60,employer,no,KY,Kentucky,0.25,0.75,0.3142857142857143,0.6428571428571429,$$,red,Kenneth,Sanford,a suburb of Cincinnati,X
4,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,3,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,8,6,5,7,5,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,5,3,2,4,1,2,1,1,1,1,2,1,2,2,3,3,4,3,2,6,5,1,2,2,1,4,9,22,1,1,ST. LOUIS,1,1,2,6,7,4,1,1,1,9,1,2,3,2,1,79,medicare,veteran,MO,Missouri,0.859375,0.234375,-0.6285714285714286,-0.42857142857142855,$$,red,Henry,Roberts,a suburb of St Louis,U
2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,4,4,1,1,1,1,0,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,3,2,7,2,7,7,1,5,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,3,4,3,2,2,3,4,3,3,2,1,2,1,2,2,2,2,2,0,2,6,1,1,,2,2,5,14,14,1,6,NEW YORK,2,1,2,5,7,4,1,1,2,2,4,2,3,2,1,28,employer,veteran,NY,New York,0.609375,0.484375,-0.34285714285714286,-0.5357142857142857,$$$,blue,Nathan,Lindsey,a suburb of New York,L
2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,4,2,2,2,5,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,3,,4,4,1,5,5,2,2,3,2,3,3,3,3,3,3,3,2,2,2,1,1,,2,2,5,7,15,1,1,RALEIGH-DURHAM (FAYETVLLE),1,1,2,2,6,2,2,7,1,2,1,2,3,2,1,39,employer,no,NC,North Carolina,0.49206349206349204,0.47619047619047616,-0.05714285714285714,0.14285714285714285,$$,purple,Frank,Erickson,a suburb of Raleigh,I
6,3,2,1,2,2,2,2,2,2,2,2,2,5,3,3,5,5,4,4,2,,0,2,2,1,1,2,2,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,5,6,4,1,5,4,2,,1,2,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,5,3,1,5,2,3,3,3,3,2,3,3,3,3,3,3,3,5,0,2,2,4,1,2,2,3,5,2,,2,5,GREENVLL-SPART-ASHEVLL-AND,4,3,2,6,7,4,3,5,1,9,1,2,3,2,2,26,no,family_veteran,SC,South Carolina,0.328125,0.59375,0.37142857142857144,0.32142857142857145,$,red,David,Barber,a suburb of Greenvll,P
1,1,2,2,2,2,2,2,2,2,1,2,2,4,4,4,1,2,4,4,1,2,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,1,4,1,7,3,3,5,1,1,2,2,2,2,1,1,,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,3,3,3,3,3,1,3,3,3,4,1,2,2,1,1,,2,2,3,7,22,2,5,,3,1,1,5,6,3,1,1,3,7,1,2,3,3,1,23,purchased,no,NJ,New Jersey,0.5238095238095238,0.47619047619047616,-0.22857142857142856,0,$$,blue,Christopher,Stevens,a town in New Jersey,J
2,3,2,1,2,2,2,2,2,2,2,2,2,1,4,2,3,4,1,4,1,1,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,6,4,5,1,5,4,2,5,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,5,2,1,5,1,5,5,3,4,2,1,2,2,5,2,3,4,1,3,1,5,6,2,1,2,4,5,2,19,2,3,RAPID CITY,2,1,2,5,2,3,2,7,1,1,1,2,3,3,1,60,medicare,family_serving,SD,South Dakota,0.34375,0.5625,0,0.4642857142857143,$,red,Emily,Frost,"Rapid City, South Dakota",m
4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,3,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,3,6,7,2,6,6,1,5,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,5,5,1,4,2,1,5,2,2,1,3,3,3,3,3,5,3,2,2,3,5,1,1,2,2,5,4,15,2,1,INDIANAPOLIS,1,1,2,5,6,3,1,1,1,1,1,2,2,4,1,80,medicare,veteran,IN,Indiana,0.734375,0.265625,-0.05714285714285714,-0.7857142857142857,$,red,Robert,Parsons,"Indianapolis, Indiana",E
6,2,1,2,2,1,2,2,2,2,2,2,2,4,5,5,5,5,2,4,2,,0,1,2,2,1,2,1,2,2,2,2,2,2,,,2,2,2,1,2,1,1,1,2,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,7,1,8,1,,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,3,5,2,2,5,5,2,5,2,2,2,4,4,3,3,3,3,3,0,2,1,3,2,1,2,3,5,1,19,2,5,SPOKANE,3,2,2,4,3,1,3,3,1,1,1,2,1,1,2,22,employer,family_veteran,WA,Washington,0.65,0.31666666666666665,-0.14285714285714285,-0.5,$,blue,Samantha,Dodson,"Spokane, Washington",k
2,3,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,3,1,1,1,1,0,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,6,6,5,1,7,4,2,5,1,1,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,,3,3,3,4,5,5,3,2,3,2,2,3,3,4,3,3,0,2,2,1,1,,2,4,1,3,22,2,5,MIAMI-FT. LAUDERDALE,2,1,2,3,5,3,2,7,1,5,1,2,3,1,1,48,medicare,no,FL,Florida,0.47619047619047616,0.4603174603174603,0.2571428571428571,-0.07142857142857142,$,purple,Kevin,Giles,"Miami, Florida",L
4,4,1,1,1,2,2,2,2,1,2,2,2,4,4,3,4,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,6,7,4,7,6,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,5,5,1,5,1,1,5,2,1,1,3,2,3,3,5,3,4,2,1,5,1,2,,2,2,5,4,16,2,1,GRAND RAPIDS-KALMZOO-B.CRK,1,2,2,6,7,4,3,3,1,9,1,2,3,4,1,31,medicaid,no,MI,Michigan,0.9375,0.140625,-0.6285714285714286,-0.8571428571428571,$,blue,Stephanie,McClain,"Grand Rapids, Michigan",b
6,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,4,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,1,6,8,2,7,6,1,5,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,5,1,4,1,1,5,3,1,1,3,1,4,3,3,3,4,3,2,2,5,2,2,2,1,5,4,5,2,1,GRAND RAPIDS-KALMZOO-B.CRK,2,2,2,6,7,4,1,1,1,10,1,2,2,1,1,61,employer,family_veteran,MI,Michigan,0.796875,0.265625,-0.4857142857142857,-0.6428571428571429,$,blue,Diana,Klein,"Grand Rapids, Michigan",i
3,3,2,2,2,2,2,1,2,2,2,2,2,4,4,4,4,4,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,7,7,4,7,7,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,5,5,4,5,1,5,1,3,1,1,2,2,3,3,5,4,4,0,2,5,5,1,1,2,3,4,12,12,1,1,JACKSONVILLE,1,1,2,3,3,2,3,3,1,2,3,2,3,3,1,57,purchased,no,FL,Florida,0.875,0.1875,-0.6285714285714286,-0.5714285714285714,$$$,purple,Jack,Berry,"Jacksonville, Florida",T
1,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,4,3,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,6,1,7,1,6,3,2,5,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,5,3,5,5,1,5,5,2,5,2,1,1,1,5,4,4,5,1,4,1,5,6,2,2,2,4,4,2,,2,3,CLEVELAND-AKRON (CANTON),2,1,1,3,1,1,2,7,1,1,1,2,3,2,1,48,medicaid,family_veteran,OH,Ohio,0.234375,0.734375,0.3142857142857143,0.6428571428571429,$,purple,Donna,Rose,a suburb of Cleveland,e
3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,3,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,7,7,2,7,5,1,5,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,5,,1,5,1,1,5,5,5,5,4,5,4,2,3,2,4,2,2,6,5,2,2,2,1,5,6,19,1,4,FT. MYERS-NAPLES,1,1,2,6,7,4,1,1,1,10,1,2,3,1,1,70,medicaid,no,FL,Florida,0.8888888888888888,0.15873015873015872,-0.5428571428571428,-0.8214285714285714,$$,purple,Rachel,Robertson,"Ft Myers, Florida",o
3,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,5,5,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,5,4,5,3,6,6,1,5,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,3,3,3,3,3,3,3,2,2,3,3,3,3,4,4,4,2,2,5,1,2,,2,3,4,8,14,1,1,HONOLULU,3,1,2,5,6,3,1,2,4,11,1,2,3,2,1,48,employer,no,HI,Hawaii,0.6875,0.265625,-0.3142857142857143,-0.5,$$,blue,Amy,McGee,a suburb of Honolulu,j
1,1,2,2,2,1,2,2,2,2,1,2,2,2,4,2,2,2,2,1,1,1,1,,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,1,4,4,3,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,2,3,1,2,3,2,4,3,3,3,2,0,1,3,1,1,,2,3,5,4,10,2,5,JACKSONVILLE,2,1,1,3,1,2,1,2,2,1,3,2,3,1,1,42,no,family_serving,FL,Florida,0.4126984126984127,0.5238095238095238,-0.17142857142857143,0.2857142857142857,$,purple,Edward,Matthews,"Jacksonville, Florida",H
5,3,2,2,2,2,2,1,2,2,2,2,2,4,4,4,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,2,2,2,4,5,8,2,6,4,1,5,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,1,1,2,2,4,2,3,3,4,2,2,1,5,1,1,2,3,5,5,22,2,1,LAS VEGAS,1,2,2,6,7,3,1,1,1,2,1,2,2,1,1,67,medicare,no,NV,Nevada,0.5625,0.390625,-0.3142857142857143,-0.32142857142857145,$$,purple,Jeffrey,McCullough,"Las Vegas, Nevada",D
2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,2,2,2,1,1,1,2,0,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,5,5,1,7,6,1,5,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,3,3,3,4,2,3,3,3,3,1,3,2,1,1,2,2,3,0,1,5,1,1,,2,2,5,11,14,1,1,,2,1,2,6,7,4,1,2,1,11,1,2,3,3,1,31,employer,no,MA,Massachusetts,0.640625,0.34375,-0.34285714285714286,-0.5714285714285714,$$,blue,Ralph,Jordan,a town in Massachusetts,E
4,3,2,2,2,2,2,1,2,2,2,2,2,4,4,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,2,4,6,3,6,3,4,1,5,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,5,5,3,3,1,1,5,2,1,1,3,3,1,2,4,3,3,2,2,3,6,2,2,2,3,5,3,,2,4,MONROE-EL DORADO,1,1,1,2,1,1,1,1,2,1,1,2,3,1,1,61,medicare,no,AR,Arkansas,0.734375,0.3125,-0.14285714285714285,-0.5357142857142857,$,red,Denise,Hester,"Monroe, Arkansas",p
1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,3,3,2,2,2,2,2,1,2,2,5,1,1,,2,4,3,7,16,2,1,,2,1,2,2,2,1,1,2,4,8,1,2,3,1,2,36,purchased,no,NJ,New Jersey,0.34375,0.640625,0.08571428571428572,0.4642857142857143,$$,blue,Timothy,Singh,a city in New Jersey,K
1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,1,2,1,1,1,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2,7,7,2,7,5,1,5,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,3,1,1,1,1,1,1,3,4,4,3,2,1,2,2,7,1,2,2,2,5,7,,2,6,CHAMPAIGN&SPRNGFLD-DECATUR,1,1,2,6,7,4,1,2,1,11,1,2,3,4,1,40,medicaid,family_veteran,IL,Illinois,0.5,0.5,-0.11428571428571428,0.14285714285714285,$$,blue,Dennis,Sandoval,"Champaign, Illinois",U
3,3,2,2,2,2,2,2,2,1,2,2,2,3,2,3,4,2,1,1,1,3,0,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,6,1,7,2,6,2,3,5,1,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,4,5,5,3,4,1,4,3,4,2,3,3,2,2,2,2,3,4,2,2,7,2,1,2,4,5,6,10,2,1,"\""PORTLAND",2,1,1,2,2,1,2,7,1,1,1,2,3,2,1,30,no,family_veteran,OR,Oregon,0.40625,0.546875,0.45714285714285713,-0.07142857142857142,$$,blue,Emily,Black,a suburb of Portland,j
3,2,2,2,2,2,2,2,2,2,1,2,2,4,4,3,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,6,8,2,6,6,1,5,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,5,4,1,5,2,2,5,3,2,2,4,2,3,3,3,2,4,0,2,6,1,2,,2,1,1,10,18,1,1,SAN ANTONIO,2,2,2,2,2,2,1,1,4,8,1,2,3,1,1,30,employer,no,TX,Texas,0.859375,0.140625,-0.4857142857142857,-0.8571428571428571,$$,red,Diana,Truong,"San Antonio, Texas",c
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,4,1,2,1,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,7,6,5,1,5,5,2,5,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,4,1,1,5,2,2,5,3,4,4,4,1,3,3,3,3,3,2,3,2,2,7,2,2,2,5,5,4,,2,1,"\""COLUMBUS",2,2,1,1,1,1,2,6,1,1,1,2,3,3,1,27,employer,no,AL,Alabama,0.296875,0.703125,0.5142857142857142,0.14285714285714285,$,red,Julia,McLean,"Columbus, Alabama",b
2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,4,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,4,2,5,1,7,2,2,5,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,4,1,5,3,4,3,2,2,1,2,2,3,5,4,3,3,2,0,1,3,1,1,,2,3,5,5,20,2,5,CHICAGO,4,2,2,6,7,4,3,4,2,10,1,2,3,2,1,33,medicaid,no,IL,Illinois,0.53125,0.46875,0.02857142857142857,0,$$,blue,James,Mason,a suburb of Chicago,X
4,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,4,8,1,4,1,4,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,4,3,2,1,2,3,3,1,1,1,3,2,3,4,4,4,4,5,2,2,4,2,1,2,3,5,2,22,2,1,GREENVILLE-N.BERN-WASHNGTN,3,2,1,2,1,1,1,1,2,1,1,2,3,3,1,57,employer,family_veteran,NC,North Carolina,0.4375,0.53125,0.02857142857142857,0.10714285714285714,$,purple,Stephanie,Hancock,"Greenville, North Carolina",f
4,4,2,2,2,2,2,2,2,2,2,2,2,4,3,5,2,5,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,4,5,1,6,2,8,1,5,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,5,3,2,5,1,1,5,1,1,1,3,1,4,3,5,4,4,4,2,1,1,1,,2,3,5,4,,2,1,NORFOLK-PORTSMTH-NEWPT NWS,2,2,1,5,6,2,1,1,2,11,1,2,2,1,1,43,medicaid,family_veteran,VA,Virginia,0.640625,0.375,-0.4857142857142857,0.14285714285714285,$,purple,Jeffrey,Boone,"Norfolk, Virginia",E
4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1,3,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,7,2,7,6,1,5,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,4,4,4,2,3,4,2,1,2,2,3,2,2,3,3,4,3,2,2,6,2,2,2,1,5,2,,2,3,BILLINGS,1,1,2,6,2,4,1,1,6,11,1,2,3,4,1,61,medicaid,no,MT,Montana,0.75,0.203125,-0.5142857142857142,-0.5714285714285714,$,red,Samantha,Stokes,"Billings, Montana",c
3,3,2,2,2,2,2,2,2,2,2,1,2,3,4,3,3,3,2,2,2,,0,1,1,2,1,2,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,2,1,2,5,3,1,1,3,3,3,,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,4,2,4,2,2,4,4,2,3,2,1,2,2,4,4,4,4,3,0,2,2,6,2,1,2,4,3,1,19,2,3,ERIE,4,2,2,6,1,3,2,6,1,11,1,2,3,1,2,43,medicaid,no,PA,Pennsylvania,0.5625,0.4375,-0.34285714285714286,-0.21428571428571427,$,purple,Patricia,Drake,"Erie, Pennsylvania",n
2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,2,3,4,1,1,1,2,0,1,1,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2,4,5,2,7,5,1,5,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,4,3,2,2,2,3,4,3,2,1,2,1,2,2,3,4,3,0,2,6,5,2,1,2,2,3,13,23,1,1,NEW YORK,1,1,2,6,6,4,3,3,1,11,1,2,3,1,1,66,employer,no,NY,New York,0.71875,0.328125,-0.45714285714285713,-0.5714285714285714,$$$,blue,Sandra,Mathews,"New York, New York",d
5,3,2,2,1,2,2,2,2,2,2,2,2,4,4,3,2,2,1,1,1,2,5,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,3,2,7,2,7,6,1,5,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,5,2,5,2,2,5,2,1,1,2,1,2,3,3,2,4,0,2,3,1,1,,2,2,4,13,22,1,1,SEATTLE-TACOMA,2,1,2,6,7,4,1,2,1,10,3,2,3,2,1,46,employer,family_veteran,WA,Washington,0.84375,0.25,-0.45714285714285713,-0.6428571428571429,$$$,blue,John,Bishop,a suburb of Seattle,P
